symbol,direction,qty,entry_date,exit_date,entry_px,exit_px,entry_ref,anchor_err_pct,gross_pnl,exit_reason,hold_days,return_pct
AMAT,short,190,2021-01-11,2021-01-15,90.29,100.35,91.19,-0.986,-1910.97,STOP_LOSS,4,-11.14
NFLX,long,86,2021-01-13,2021-01-15,49.55,50.0,49.42,0.263,38.7,T1_HIT,2,0.91
NFLX,long,86,2021-01-13,2021-01-21,49.55,58.24,49.42,0.263,747.77,T2_HIT,8,17.55
C,short,80,2021-01-07,2021-01-22,55.27,50.22,53.77,2.785,404.1,T1_HIT,15,9.14
NFLX,long,174,2021-01-13,2021-01-22,49.55,58.21,49.42,0.263,1506.84,T3_HIT,9,17.48
C,short,80,2021-01-07,2021-01-26,55.27,50.43,53.77,2.785,386.96,T2_HIT,19,8.75
JNJ,short,122,2021-01-15,2021-01-27,136.87,144.4,137.17,-0.217,-918.79,STOP_LOSS,12,-5.5
KO,long,406,2021-01-08,2021-02-01,42.48,40.98,42.42,0.13,-606.65,TIME_STOP,24,-3.52
JNJ,short,30,2021-01-27,2021-02-01,144.4,141.15,145.57,-0.801,97.6,T1_HIT,5,2.25
PFE,short,286,2020-12-03,2021-02-03,30.53,26.35,30.4,0.442,1195.35,T3_HIT,62,13.69
CSCO,short,441,2021-01-12,2021-02-03,38.84,39.22,38.89,-0.132,-170.15,TIME_STOP,22,-0.99
GOOGL,short,185,2021-02-03,2021-02-04,102.37,102.13,95.11,7.636,45.75,STOP_LOSS,1,0.24
NKE,long,35,2021-01-26,2021-02-08,126.31,133.09,126.12,0.151,237.15,T1_HIT,13,5.36
AMZN,short,26,2021-02-03,2021-02-16,171.25,162.7,169.0,1.332,222.25,T1_HIT,13,4.99
HON,long,99,2021-01-26,2021-02-17,179.53,177.34,177.79,0.977,-216.24,TIME_STOP,22,-1.22
AMZN,short,26,2021-02-03,2021-02-24,171.25,158.34,169.0,1.332,335.74,T2_HIT,21,7.54
GOOGL,short,173,2021-02-04,2021-02-26,102.13,100.61,102.04,0.084,262.96,TIME_STOP,22,1.49
C,short,160,2021-01-07,2021-03-02,55.27,57.5,53.77,2.785,-357.27,STOP_LOSS,54,-4.04
JNJ,short,89,2021-01-27,2021-03-02,144.4,137.28,145.57,-0.801,634.06,POST_T1_STOP,34,4.93
WMT,short,181,2020-09-03,2021-03-04,45.23,39.57,45.54,-0.674,1025.36,T3_HIT,182,12.52
AMZN,short,52,2021-02-03,2021-03-05,171.25,150.25,169.0,1.332,1092.03,T3_HIT,30,12.26
NKE,long,104,2021-01-26,2021-03-09,126.31,124.5,126.12,0.151,-188.28,POST_T1_STOP,42,-1.43
CVX,short,213,2021-03-04,2021-03-11,83.38,89.06,82.63,0.903,-1211.47,STOP_LOSS,7,-6.82
GE,short,61,2021-03-05,2021-03-11,67.1,61.71,65.94,1.765,329.25,T1_HIT,6,8.04
GE,short,61,2021-03-05,2021-03-12,67.1,59.52,65.94,1.765,462.73,T2_HIT,7,11.3
AAPL,long,144,2021-02-24,2021-03-18,121.47,119.47,122.37,-0.732,-288.41,TIME_STOP,22,-1.65
QQQ,long,56,2021-02-24,2021-03-18,308.59,306.78,311.24,-0.853,-101.38,TIME_STOP,22,-0.59
C,short,301,2021-03-04,2021-03-19,58.32,60.83,58.49,-0.285,-755.44,STOP_LOSS,15,-4.3
JPM,short,32,2021-03-19,2021-03-22,135.64,133.27,137.5,-1.354,75.64,T1_HIT,3,1.74
BAC,short,129,2021-03-19,2021-03-24,33.74,32.78,34.31,-1.674,122.75,T1_HIT,5,2.82
HD,long,38,2020-11-02,2021-03-25,234.54,257.39,231.55,1.29,868.44,T3_HIT,143,9.74
NKE,long,38,2021-03-26,2021-03-30,120.91,121.6,118.19,2.299,26.18,T1_HIT,4,0.57
KO,short,387,2021-03-09,2021-03-31,43.91,45.4,43.84,0.159,-575.44,TIME_STOP,22,-3.39
ABBV,long,208,2021-03-18,2021-04-09,84.58,86.52,85.43,-0.994,404.29,TIME_STOP,22,2.3
HON,short,93,2021-03-19,2021-04-12,190.52,199.61,190.21,0.164,-844.91,TIME_STOP,24,-4.77
MS,long,68,2021-03-30,2021-04-13,66.32,67.36,65.65,1.019,70.51,T1_HIT,14,1.56
JPM,short,97,2021-03-19,2021-04-20,135.64,133.13,137.5,-1.354,243.35,POST_T1_STOP,32,1.85
BAC,short,388,2021-03-19,2021-04-23,33.74,33.76,34.31,-1.674,-10.25,POST_T1_STOP,35,-0.08
NKE,long,114,2021-03-26,2021-04-29,120.91,121.06,118.19,2.299,17.81,POST_T1_STOP,34,0.13
MS,long,68,2021-03-30,2021-04-30,66.32,70.17,65.65,1.019,262.1,T2_HIT,31,5.81
MSFT,short,72,2021-04-13,2021-05-05,245.86,238.02,244.57,0.527,564.24,TIME_STOP,22,3.19
GOOGL,short,38,2021-04-29,2021-05-05,118.41,115.41,116.92,1.276,114.13,T1_HIT,6,2.54
LLY,long,26,2021-04-29,2021-05-05,171.71,178.91,171.23,0.28,187.15,T1_HIT,6,4.19
AMZN,short,26,2021-04-30,2021-05-05,176.26,166.94,173.57,1.548,242.14,T1_HIT,5,5.28
MS,long,136,2021-03-30,2021-05-07,66.32,72.37,65.65,1.019,822.39,T3_HIT,38,9.12
PFE,short,152,2021-05-06,2021-05-07,29.27,29.7,30.11,-2.793,-65.9,T1_HIT,1,-1.48
LLY,long,26,2021-04-29,2021-05-10,171.71,186.04,171.23,0.28,372.57,T2_HIT,11,8.35
AMZN,short,26,2021-04-30,2021-05-11,176.26,156.81,173.57,1.548,505.49,T2_HIT,11,11.03
INTC,long,325,2021-04-26,2021-05-13,53.75,49.45,53.88,-0.237,-1397.31,STOP_LOSS,17,-8.0
NFLX,long,346,2021-04-23,2021-05-17,50.9,48.56,50.88,0.041,-810.33,TIME_STOP,24,-4.6
LLY,long,51,2021-04-29,2021-05-24,171.71,191.46,171.23,0.28,1007.39,T3_HIT,25,11.5
BA,long,20,2021-05-05,2021-05-26,232.45,241.7,233.63,-0.505,185.0,T1_HIT,21,3.98
BA,long,20,2021-05-05,2021-05-28,232.45,247.48,233.63,-0.505,300.6,T2_HIT,23,6.47
LMT,short,53,2021-05-11,2021-06-02,339.43,333.84,341.26,-0.538,296.22,TIME_STOP,22,1.65
AAPL,long,149,2021-05-12,2021-06-03,120.18,121.43,122.63,-1.997,185.75,TIME_STOP,22,1.04
GOOGL,short,114,2021-04-29,2021-06-04,118.41,117.42,116.92,1.276,112.77,POST_T1_STOP,36,0.84
PFE,short,456,2021-05-06,2021-06-08,29.27,29.72,30.11,-2.793,-204.64,POST_T1_STOP,33,-1.53
HD,long,17,2021-06-21,2021-06-23,269.53,275.51,267.2,0.872,101.62,T1_HIT,2,2.22
NKE,long,38,2021-06-18,2021-06-25,116.62,140.31,118.68,-1.734,900.11,T1_HIT,7,20.31
NKE,long,38,2021-06-18,2021-06-28,116.62,141.7,118.68,-1.734,952.93,T2_HIT,10,21.5
NKE,long,76,2021-06-18,2021-06-29,116.62,141.09,118.68,-1.734,1859.69,T3_HIT,11,20.98
CAT,long,92,2021-06-15,2021-07-07,200.69,194.12,199.89,0.402,-604.57,TIME_STOP,22,-3.27
AMZN,short,51,2021-04-30,2021-07-09,176.26,186.13,173.57,1.548,-503.37,STOP_LOSS,70,-5.6
MRK,short,279,2021-06-17,2021-07-09,65.31,67.09,65.55,-0.359,-496.51,TIME_STOP,22,-2.72
LLY,short,84,2021-06-25,2021-07-19,222.06,220.88,221.92,0.062,99.21,TIME_STOP,24,0.53
GE,short,123,2021-03-05,2021-07-20,67.1,58.44,65.94,1.765,1065.14,T3_HIT,137,12.9
BA,long,38,2021-05-05,2021-07-20,232.45,208.1,233.63,-0.505,-925.3,STOP_LOSS,76,-10.48
NFLX,short,365,2021-06-28,2021-07-20,52.81,52.61,52.71,0.194,74.83,TIME_STOP,22,0.39
QCOM,short,36,2021-07-15,2021-07-20,129.37,124.8,129.04,0.258,164.81,T1_HIT,5,3.54
HD,long,17,2021-06-21,2021-07-22,269.53,289.56,267.2,0.872,340.59,T2_HIT,31,7.43
GS,long,15,2021-07-20,2021-07-22,312.08,329.82,314.25,-0.69,266.17,T1_HIT,2,5.69
CVX,long,60,2021-07-20,2021-07-22,77.43,80.26,77.49,-0.079,170.05,T1_HIT,2,3.66
COP,long,98,2021-07-20,2021-07-22,44.47,47.39,44.63,-0.367,286.71,T1_HIT,2,6.58
CAT,long,25,2021-07-20,2021-07-23,186.31,192.24,186.35,-0.022,148.19,T1_HIT,3,3.18
COP,long,98,2021-07-20,2021-07-30,44.47,47.54,44.63,-0.367,300.88,T2_HIT,10,6.9
IWM,long,90,2021-07-09,2021-08-02,210.63,209.05,208.32,1.111,-142.92,TIME_STOP,24,-0.75
CVX,long,60,2021-07-20,2021-08-02,77.43,82.43,77.49,-0.079,299.89,T2_HIT,13,6.46
GS,long,15,2021-07-20,2021-08-03,312.08,336.87,314.25,-0.69,371.82,T2_HIT,14,7.94
BAC,long,539,2021-07-15,2021-08-06,33.97,34.92,34.38,-1.204,515.04,TIME_STOP,22,2.81
GS,long,29,2021-07-20,2021-08-09,312.08,351.34,314.25,-0.69,1138.64,T3_HIT,20,12.58
CAT,long,25,2021-07-20,2021-08-12,186.31,203.93,186.35,-0.022,440.45,T2_HIT,23,9.46
KO,short,403,2021-07-22,2021-08-13,48.84,49.0,48.77,0.134,-66.05,TIME_STOP,22,-0.34
MU,long,275,2021-08-12,2021-08-13,70.39,68.31,73.16,-3.793,-571.18,STOP_LOSS,1,-2.95
QCOM,short,107,2021-07-15,2021-08-19,129.37,126.26,129.04,0.258,333.3,POST_T1_STOP,35,2.41
GOOGL,short,145,2021-07-29,2021-08-20,134.95,134.8,134.9,0.04,21.56,TIME_STOP,22,0.11
PG,short,156,2021-08-02,2021-08-24,124.68,126.65,125.08,-0.32,-307.32,TIME_STOP,22,-1.58
PFE,short,128,2021-08-24,2021-08-26,38.18,36.61,38.32,-0.374,200.42,T1_HIT,2,4.1
LLY,short,77,2021-08-10,2021-09-01,254.09,247.07,254.48,-0.152,540.94,TIME_STOP,22,2.76
PFE,short,128,2021-08-24,2021-09-01,38.18,35.45,38.32,-0.374,348.76,T2_HIT,8,7.14
HD,long,34,2021-06-21,2021-09-15,269.53,295.85,267.2,0.872,894.78,T3_HIT,86,9.76
COP,long,195,2021-07-20,2021-09-20,44.47,48.15,44.63,-0.367,717.92,T3_HIT,62,8.28
PFE,short,258,2021-08-24,2021-09-20,38.18,33.3,38.32,-0.374,1257.43,T3_HIT,27,12.77
NVDA,long,238,2021-09-21,2021-09-23,21.35,22.07,21.04,1.459,171.51,T1_HIT,2,3.38
NFLX,short,342,2021-09-03,2021-09-27,58.58,58.79,58.85,-0.459,-73.53,TIME_STOP,24,-0.37
NKE,long,133,2021-09-07,2021-09-27,150.95,137.87,150.57,0.253,-1740.29,STOP_LOSS,20,-8.67
LMT,long,16,2021-09-20,2021-09-28,298.13,311.03,300.14,-0.67,206.46,T1_HIT,8,4.33
CVX,long,119,2021-07-20,2021-10-06,77.43,85.26,77.49,-0.079,931.54,T3_HIT,78,10.11
COP,short,353,2021-09-29,2021-10-11,56.64,62.92,56.78,-0.246,-2217.29,STOP_LOSS,12,-11.09
JNJ,long,140,2021-09-20,2021-10-12,142.17,139.15,143.28,-0.771,-423.7,TIME_STOP,22,-2.13
PFE,long,595,2021-09-20,2021-10-12,33.3,32.36,33.69,-1.15,-561.71,TIME_STOP,22,-2.83
LMT,long,16,2021-09-20,2021-10-20,298.13,327.25,300.14,-0.67,465.88,T2_HIT,30,9.77
XOM,short,407,2021-09-28,2021-10-20,50.27,52.78,49.77,1.004,-1021.28,TIME_STOP,22,-4.99
META,long,15,2021-10-13,2021-10-20,324.12,340.46,320.95,0.989,245.05,T1_HIT,7,5.04
NVDA,long,238,2021-09-21,2021-10-25,21.35,22.9,21.04,1.459,369.12,T2_HIT,34,7.27
NFLX,short,326,2021-10-01,2021-10-25,60.42,66.37,61.03,-0.993,-1939.7,STOP_LOSS,24,-9.85
QCOM,long,169,2021-10-04,2021-10-26,116.27,119.86,116.08,0.162,606.61,TIME_STOP,22,3.09
NVDA,long,477,2021-09-21,2021-10-27,21.35,24.39,21.04,1.459,1453.42,T3_HIT,36,14.27
UNH,short,50,2021-10-15,2021-10-27,387.96,417.91,386.4,0.403,-1497.87,STOP_LOSS,12,-7.72
SBUX,long,51,2021-11-01,2021-11-03,95.25,98.89,94.22,1.09,185.73,T1_HIT,2,3.82
AMD,short,155,2021-10-27,2021-11-05,121.63,139.19,122.93,-1.058,-2721.8,STOP_LOSS,9,-14.44
SBUX,long,51,2021-11-01,2021-11-08,95.25,103.5,94.22,1.09,420.84,T2_HIT,7,8.66
QCOM,short,132,2021-11-05,2021-11-10,141.66,148.89,140.79,0.614,-954.74,STOP_LOSS,5,-5.11
GE,short,69,2021-11-10,2021-11-12,68.49,65.38,67.75,1.086,214.22,T1_HIT,2,4.53
META,long,15,2021-10-13,2021-11-16,324.12,340.84,320.95,0.989,250.7,T2_HIT,34,5.16
GE,short,69,2021-11-10,2021-11-18,68.49,61.75,67.75,1.086,464.99,T2_HIT,8,9.84
KO,short,393,2021-10-28,2021-11-19,48.45,48.18,48.25,0.41,105.87,TIME_STOP,22,0.56
HD,short,58,2021-11-01,2021-11-19,331.03,361.76,329.91,0.338,-1782.51,STOP_LOSS,18,-9.28
LLY,short,78,2021-10-29,2021-11-22,242.52,251.4,242.11,0.169,-692.57,TIME_STOP,24,-3.66
NVDA,short,447,2021-11-19,2021-11-23,32.14,31.43,31.57,1.798,315.45,STOP_LOSS,4,2.2
WFC,long,106,2021-11-22,2021-11-23,45.0,45.07,43.39,3.704,7.54,T1_HIT,1,0.16
JPM,long,32,2021-11-22,2021-11-24,145.73,149.55,142.85,2.015,122.15,T1_HIT,2,2.62
GE,short,137,2021-11-10,2021-11-29,68.49,60.43,67.75,1.086,1103.39,T3_HIT,19,11.76
AMZN,short,106,2021-11-08,2021-11-30,176.16,178.18,175.95,0.12,-213.38,TIME_STOP,22,-1.14
CSCO,long,99,2021-11-19,2021-11-30,46.88,48.66,46.95,-0.153,175.93,T1_HIT,11,3.79
MU,short,54,2021-12-02,2021-12-03,80.69,81.74,83.15,-2.961,-56.95,T1_HIT,1,-1.31
PFE,short,112,2021-11-29,2021-12-07,42.7,39.68,41.81,2.129,338.2,T1_HIT,8,7.07
CSCO,long,99,2021-11-19,2021-12-08,46.88,50.84,46.95,-0.153,392.59,T2_HIT,19,8.46
AAPL,short,119,2021-11-23,2021-12-09,157.38,170.85,157.28,0.064,-1602.93,STOP_LOSS,16,-8.56
PFE,short,337,2021-11-29,2021-12-16,42.7,45.19,41.81,2.129,-837.57,STOP_LOSS,17,-5.82
CSCO,long,197,2021-11-19,2021-12-17,46.88,52.76,46.95,-0.153,1158.9,T3_HIT,28,12.55
WFC,long,320,2021-11-22,2021-12-23,45.0,43.02,43.39,3.704,-634.21,POST_T1_STOP,31,-4.4
JPM,long,97,2021-11-22,2021-12-27,145.73,139.91,142.85,2.015,-564.88,POST_T1_STOP,35,-4.0
MU,short,164,2021-12-02,2021-12-27,80.69,91.52,83.15,-2.961,-1776.02,STOP_LOSS,25,-13.42
MSFT,long,14,2021-12-20,2021-12-28,307.72,329.93,311.33,-1.159,310.94,T1_HIT,8,7.22
NFLX,long,313,2022-01-05,2022-01-07,59.2,54.95,59.12,0.135,-1331.5,STOP_LOSS,2,-7.19
CAT,long,49,2021-07-20,2022-01-14,186.31,207.34,186.35,-0.022,1030.57,T3_HIT,178,11.29
XOM,short,319,2022-01-06,2022-01-18,57.83,61.93,56.77,1.875,-1307.72,STOP_LOSS,12,-7.09
NFLX,long,327,2022-01-07,2022-01-19,54.95,51.5,55.33,-0.694,-1126.84,STOP_LOSS,12,-6.27
GS,long,50,2022-01-18,2022-01-19,322.2,320.68,340.91,-5.487,-76.07,STOP_LOSS,1,-0.47
LMT,long,34,2021-09-20,2022-01-20,298.13,334.6,300.14,-0.67,1239.87,T3_HIT,122,12.23
SBUX,long,101,2021-11-01,2022-01-20,95.25,86.97,94.22,1.09,-836.09,STOP_LOSS,80,-8.69
MSFT,long,44,2021-12-20,2022-01-24,307.72,280.95,311.33,-1.159,-1178.2,STOP_LOSS,35,-8.7
QQQ,long,48,2022-01-07,2022-01-24,373.59,336.5,373.58,0.002,-1780.01,STOP_LOSS,17,-9.93
META,long,29,2021-10-13,2022-01-25,324.12,297.34,320.95,0.989,-776.76,STOP_LOSS,104,-8.26
INTC,short,91,2022-01-06,2022-01-25,50.65,47.31,49.96,1.379,303.84,T1_HIT,19,6.59
NFLX,long,225,2022-01-24,2022-01-25,38.39,37.91,39.75,-3.419,-107.32,STOP_LOSS,1,-1.24
CVX,short,179,2022-01-06,2022-01-26,102.33,110.02,101.18,1.141,-1375.1,STOP_LOSS,20,-7.51
BAC,long,106,2022-01-25,2022-01-27,39.58,41.44,39.81,-0.587,197.02,T1_HIT,2,4.7
INTC,short,91,2022-01-06,2022-01-28,50.65,44.25,49.96,1.379,582.36,T2_HIT,22,12.64
INTC,short,181,2022-01-06,2022-01-31,50.65,44.22,49.96,1.379,1163.35,T3_HIT,25,12.69
AAPL,long,27,2022-01-25,2022-01-31,155.29,166.21,157.87,-1.634,294.86,T1_HIT,6,7.03
NVDA,long,368,2022-01-25,2022-01-31,22.47,23.11,23.3,-3.541,233.31,STOP_LOSS,6,2.82
AAPL,long,27,2022-01-25,2022-02-01,155.29,169.97,157.87,-1.634,396.39,T2_HIT,7,9.45
NFLX,long,53,2022-01-25,2022-02-01,37.91,43.3,38.72,-2.082,285.25,T1_HIT,7,14.2
NFLX,long,53,2022-01-25,2022-02-02,37.91,44.83,38.72,-2.082,366.28,T2_HIT,8,18.23
JPM,long,32,2022-01-25,2022-02-02,128.29,134.4,129.45,-0.899,195.76,T1_HIT,8,4.77
NFLX,long,107,2022-01-25,2022-02-03,37.91,42.14,38.72,-2.082,452.61,T3_HIT,9,11.16
INTC,long,94,2022-01-31,2022-02-04,44.22,44.73,44.27,-0.109,47.48,T1_HIT,4,1.14
BAC,long,106,2022-01-25,2022-02-07,39.58,43.39,39.81,-0.587,404.45,T2_HIT,13,9.64
GOOGL,short,30,2022-02-03,2022-02-07,144.42,142.98,146.7,-1.551,43.28,T1_HIT,4,1.0
JPM,long,32,2022-01-25,2022-02-09,128.29,139.84,129.45,-0.899,369.79,T2_HIT,15,9.01
BAC,long,212,2022-01-25,2022-02-09,39.58,43.98,39.81,-0.587,933.93,T3_HIT,15,11.13
META,long,36,2022-02-07,2022-02-09,235.63,222.25,235.03,0.256,-481.77,STOP_LOSS,2,-5.68
HD,long,51,2022-01-19,2022-02-10,327.21,319.78,326.8,0.125,-379.04,TIME_STOP,22,-2.27
LMT,short,50,2022-01-20,2022-02-11,334.6,343.25,334.88,-0.085,-432.65,TIME_STOP,22,-2.59
GOOGL,short,30,2022-02-03,2022-02-14,144.42,132.09,146.7,-1.551,370.19,T2_HIT,11,8.54
MCD,long,73,2022-01-25,2022-02-16,226.08,228.73,228.59,-1.096,193.45,TIME_STOP,22,1.17
CVX,short,151,2022-01-27,2022-02-18,111.3,111.11,109.84,1.329,29.44,TIME_STOP,22,0.18
GOOGL,short,62,2022-02-03,2022-02-22,144.42,128.7,146.7,-1.551,975.14,T3_HIT,19,10.89
PFE,long,444,2022-02-09,2022-02-23,40.29,37.13,40.33,-0.107,-1402.86,STOP_LOSS,14,-7.84
JNJ,long,31,2022-02-25,2022-02-28,140.96,143.49,139.32,1.176,78.38,T1_HIT,3,1.79
MS,long,213,2022-02-22,2022-03-02,81.87,76.14,82.51,-0.778,-1219.26,STOP_LOSS,8,-6.99
CAT,long,25,2022-02-25,2022-03-03,171.47,179.23,171.23,0.137,194.24,T1_HIT,6,4.53
JPM,long,66,2022-01-25,2022-03-07,128.29,118.03,129.45,-0.899,-676.64,STOP_LOSS,41,-7.99
INTC,long,281,2022-01-31,2022-03-08,44.22,44.57,44.27,-0.109,97.29,POST_T1_STOP,36,0.78
JNJ,long,31,2022-02-25,2022-03-08,140.96,151.57,139.32,1.176,328.82,T2_HIT,11,7.52
CAT,long,25,2022-02-25,2022-03-08,171.47,189.02,171.23,0.137,438.77,T2_HIT,11,10.24
XOM,short,253,2022-03-03,2022-03-08,68.67,76.58,69.25,-0.831,-1999.41,STOP_LOSS,5,-11.51
MCD,long,78,2022-02-25,2022-03-09,221.73,205.55,220.86,0.394,-1261.86,STOP_LOSS,12,-7.3
CAT,long,51,2022-02-25,2022-03-09,171.47,197.08,171.23,0.137,1306.46,T3_HIT,12,14.94
COP,short,50,2022-03-03,2022-03-10,82.53,82.6,83.25,-0.859,-3.4,T1_HIT,7,-0.08
LMT,short,10,2022-03-08,2022-03-10,414.44,402.69,416.56,-0.509,117.51,T1_HIT,2,2.84
XOM,short,56,2022-03-09,2022-03-10,72.26,72.24,75.49,-4.278,0.96,T1_HIT,1,0.02
XOM,short,56,2022-03-09,2022-03-15,72.26,67.78,75.49,-4.278,250.89,T2_HIT,6,6.2
XOM,short,111,2022-03-09,2022-03-16,72.26,66.91,75.49,-4.278,593.72,T3_HIT,7,7.4
