symbol,direction,qty,entry_date,exit_date,entry_px,exit_px,entry_ref,anchor_err_pct,gross_pnl,exit_reason,hold_days,return_pct
JPM,long,14,2025-11-24,2025-12-16,294.06,314.62,293.85,0.073,287.81,T2_HIT,22,6.99
JNJ,short,84,2025-11-24,2025-12-16,199.22,210.61,199.41,-0.095,-956.93,TIME_STOP,22,-5.72
GE,long,15,2025-12-11,2025-12-16,281.0,296.52,282.51,-0.535,232.8,T2_HIT,5,5.52
MS,short,24,2025-12-12,2025-12-19,178.21,170.65,177.37,0.475,181.57,T1_HIT,7,4.25
NKE,long,139,2025-11-19,2025-12-24,61.08,57.97,61.14,-0.101,-431.65,STOP_LOSS,35,-5.08
GE,long,29,2025-12-11,2025-12-24,281.0,314.78,282.51,-0.535,979.62,T3_HIT,13,12.02
C,short,153,2025-12-19,2025-12-26,111.52,119.84,111.15,0.329,-1273.62,STOP_LOSS,7,-7.46
NVDA,long,17,2025-11-24,2026-01-06,179.26,190.29,178.65,0.342,187.45,T2_HIT,43,6.15
JPM,long,29,2025-11-24,2026-01-06,294.06,329.44,293.85,0.073,1025.96,T3_HIT,43,12.03
COP,short,43,2026-01-06,2026-01-08,98.04,92.36,97.06,1.009,244.02,T1_HIT,2,5.79
LMT,short,8,2026-01-07,2026-01-08,519.16,525.66,515.93,0.626,-52.02,T1_HIT,1,-1.25
HON,short,81,2025-12-18,2026-01-09,207.81,211.77,206.84,0.471,-320.18,TIME_STOP,22,-1.9
LMT,short,24,2026-01-07,2026-01-15,519.16,562.0,515.93,0.626,-1028.21,STOP_LOSS,8,-8.25
MS,short,71,2025-12-12,2026-01-21,178.21,179.51,177.37,0.475,-92.2,POST_T1_STOP,40,-0.73
NFLX,long,186,2026-01-12,2026-01-22,89.69,85.02,89.46,0.257,-868.62,STOP_LOSS,10,-5.21
INTC,short,230,2026-01-21,2026-01-22,50.32,54.21,48.56,3.624,-894.7,STOP_LOSS,1,-7.73
AMD,short,57,2026-01-21,2026-01-22,235.99,251.75,231.92,1.755,-898.32,STOP_LOSS,1,-6.68
BA,short,16,2026-01-23,2026-01-28,252.74,244.09,251.41,0.529,138.4,T1_HIT,5,3.42
MRK,short,38,2026-01-09,2026-01-29,109.27,105.78,109.39,-0.111,132.58,T1_HIT,20,3.19
BA,short,16,2026-01-23,2026-02-02,252.74,232.64,251.41,0.529,321.6,T2_HIT,10,7.95
COP,short,129,2026-01-06,2026-02-05,98.04,104.64,97.06,1.009,-851.97,STOP_LOSS,30,-6.74
MRK,short,115,2026-01-09,2026-02-05,109.27,116.6,109.39,-0.111,-843.24,STOP_LOSS,27,-6.71
AMAT,short,12,2026-01-16,2026-02-05,324.56,299.0,317.95,2.08,306.71,T1_HIT,20,7.87
AMAT,short,12,2026-01-16,2026-02-06,324.56,308.31,317.95,2.08,195.02,T2_HIT,21,5.01
JNJ,short,75,2026-01-23,2026-02-06,216.32,235.18,215.03,0.6,-1414.25,STOP_LOSS,14,-8.72
MSFT,long,36,2026-01-30,2026-02-06,436.4,396.65,430.77,1.307,-1430.92,STOP_LOSS,7,-9.11
QCOM,long,24,2026-02-06,2026-02-12,135.5,139.45,134.93,0.42,94.8,T1_HIT,6,2.92
NFLX,long,188,2026-01-22,2026-02-13,85.02,76.14,85.36,-0.398,-1669.44,STOP_LOSS,22,-10.44
AMAT,short,25,2026-01-16,2026-02-17,324.56,349.75,317.95,2.08,-629.76,STOP_LOSS,32,-7.76
AMAT,short,28,2026-02-17,2026-02-26,349.75,390.9,353.65,-1.102,-1151.98,STOP_LOSS,9,-11.76
MRK,short,132,2026-02-05,2026-02-27,116.6,117.95,116.62,-0.016,-178.23,TIME_STOP,22,-1.16
KO,short,202,2026-02-05,2026-02-27,76.79,79.87,76.33,0.606,-621.92,TIME_STOP,22,-4.01
BAC,long,74,2026-02-25,2026-02-27,49.79,50.53,49.87,-0.164,54.9,T1_HIT,2,1.49
AMZN,long,65,2026-02-09,2026-03-03,208.97,203.1,210.32,-0.642,-381.55,TIME_STOP,22,-2.81
BA,short,32,2026-01-23,2026-03-04,252.74,226.38,251.41,0.529,843.52,T3_HIT,40,10.43
CAT,short,5,2026-02-11,2026-03-04,755.84,734.33,739.59,2.197,107.55,T1_HIT,21,2.85
XOM,short,24,2026-03-03,2026-03-05,153.39,149.02,152.19,0.788,104.92,T1_HIT,2,2.85
CAT,short,5,2026-02-11,2026-03-09,755.84,662.73,739.59,2.197,465.55,T2_HIT,26,12.32
COP,short,32,2026-03-04,2026-03-11,114.77,113.05,116.87,-1.8,54.9,T1_HIT,7,1.49
BA,long,65,2026-03-10,2026-03-13,224.1,205.0,225.0,-0.4,-1241.5,STOP_LOSS,3,-8.52
QCOM,long,72,2026-02-06,2026-03-16,135.5,130.59,134.93,0.42,-353.43,POST_T1_STOP,38,-3.62
MU,short,4,2026-03-17,2026-03-20,452.28,443.67,441.55,2.43,34.46,T1_HIT,3,1.9
COP,short,94,2026-03-04,2026-03-23,114.77,121.9,116.87,-1.8,-671.06,STOP_LOSS,19,-6.22
JPM,long,49,2026-03-02,2026-03-24,291.99,283.44,297.43,-1.828,-419.32,TIME_STOP,22,-2.93
MU,short,4,2026-03-17,2026-03-24,452.28,401.05,441.55,2.43,204.92,T2_HIT,7,11.33
XOM,short,72,2026-03-03,2026-03-25,153.39,161.72,152.19,0.788,-599.7,STOP_LOSS,22,-5.43
MU,short,10,2026-03-17,2026-03-26,452.28,369.81,441.55,2.43,824.73,T3_HIT,9,18.23
MU,long,18,2026-03-26,2026-03-27,369.81,359.65,381.87,-3.159,-182.78,STOP_LOSS,1,-2.75
NVDA,long,33,2025-11-24,2026-03-31,179.26,166.78,178.65,0.342,-412.03,STOP_LOSS,127,-6.97
BAC,long,220,2026-02-25,2026-03-31,49.79,47.43,49.87,-0.164,-518.07,POST_T1_STOP,34,-4.73
BA,long,16,2026-03-20,2026-04-02,201.05,203.0,201.18,-0.065,31.2,T1_HIT,13,0.97
WMT,long,29,2026-03-20,2026-04-06,120.11,125.27,120.32,-0.172,149.58,T1_HIT,17,4.29
AAPL,long,14,2026-03-23,2026-04-07,253.52,255.7,247.55,2.411,30.61,T1_HIT,15,0.86
BA,long,16,2026-03-20,2026-04-09,201.05,216.0,201.18,-0.065,239.2,T2_HIT,20,7.44
GE,long,11,2026-03-20,2026-04-09,289.64,305.62,291.25,-0.553,175.78,T1_HIT,20,5.52
GE,long,11,2026-03-20,2026-04-10,289.64,312.69,291.25,-0.553,253.56,T2_HIT,21,7.96
QCOM,long,28,2026-04-07,2026-04-14,124.61,131.71,125.27,-0.527,198.91,T1_HIT,7,5.7
NKE,long,59,2026-04-06,2026-04-17,43.77,45.97,43.8,-0.072,129.82,T1_HIT,11,5.03
CAT,short,10,2026-02-11,2026-04-20,755.84,789.44,739.59,2.197,-335.99,STOP_LOSS,68,-4.45
BA,long,30,2026-03-20,2026-04-20,201.05,222.23,201.18,-0.065,635.4,T3_HIT,31,10.53
AAPL,long,14,2026-03-23,2026-04-20,253.52,269.85,247.55,2.411,228.63,T2_HIT,28,6.44
QCOM,long,28,2026-04-07,2026-04-20,124.61,135.91,125.27,-0.527,316.35,T2_HIT,13,9.07
WMT,long,29,2026-03-20,2026-04-24,120.11,131.37,120.32,-0.172,326.58,T2_HIT,35,9.38
QCOM,long,58,2026-04-07,2026-04-27,124.61,155.73,125.27,-0.527,1805.25,T3_HIT,20,24.98
BAC,short,68,2026-04-16,2026-04-27,53.76,51.72,54.04,-0.517,138.68,T1_HIT,11,3.79
INTC,short,154,2026-04-24,2026-04-27,82.2,83.67,66.78,23.091,-226.38,STOP_LOSS,3,-1.79
QCOM,short,24,2026-04-28,2026-04-29,144.55,150.89,149.71,-3.449,-152.32,T1_HIT,1,-4.39
JPM,short,47,2026-04-09,2026-05-01,305.57,312.54,306.59,-0.332,-327.53,TIME_STOP,22,-2.28
MSFT,short,9,2026-04-20,2026-05-01,419.45,411.13,421.08,-0.387,74.85,T1_HIT,11,1.98
QCOM,short,74,2026-04-28,2026-05-01,144.55,178.47,149.71,-3.449,-2510.43,STOP_LOSS,3,-23.47
AAPL,long,28,2026-03-23,2026-05-04,253.52,279.16,247.55,2.411,718.04,T3_HIT,42,10.12
UNH,short,42,2026-04-22,2026-05-11,348.89,378.29,344.05,1.406,-1234.89,STOP_LOSS,19,-8.43
BAC,short,68,2026-04-16,2026-05-13,53.76,50.1,54.04,-0.517,248.95,T2_HIT,27,6.81
XOM,long,25,2026-05-08,2026-05-15,143.93,152.76,144.66,-0.501,220.65,T1_HIT,7,6.13
AAPL,short,51,2026-05-04,2026-05-18,279.16,299.98,279.64,-0.171,-1061.79,STOP_LOSS,14,-7.46
XOM,long,25,2026-05-08,2026-05-18,143.93,156.31,144.66,-0.501,309.33,T2_HIT,10,8.6
NKE,long,177,2026-04-06,2026-05-19,43.77,42.22,43.8,-0.072,-273.67,POST_T1_STOP,43,-3.53
COP,long,30,2026-05-07,2026-05-19,114.51,125.03,117.24,-2.329,315.5,T1_HIT,12,9.18
WMT,long,59,2026-03-20,2026-05-20,120.11,132.59,120.32,-0.172,736.31,T3_HIT,61,10.39
XOM,long,49,2026-05-08,2026-05-20,143.93,160.57,144.66,-0.501,815.14,T3_HIT,12,11.56
META,long,22,2026-05-01,2026-05-26,614.12,608.33,611.34,0.455,-127.48,TIME_STOP,25,-0.94
MSFT,short,26,2026-04-20,2026-06-02,419.45,446.04,421.08,-0.387,-691.34,STOP_LOSS,43,-6.34
MCD,long,52,2026-05-12,2026-06-03,276.33,275.77,272.75,1.311,-28.91,TIME_STOP,22,-0.2
MSFT,short,8,2026-06-02,2026-06-03,446.04,437.63,459.65,-2.961,67.31,T1_HIT,1,1.89
HON,short,15,2026-05-27,2026-06-04,244.47,235.62,242.29,0.899,132.69,T1_HIT,8,3.62
CVX,long,20,2026-06-01,2026-06-04,182.78,187.36,180.88,1.053,91.6,T1_HIT,3,2.51
GE,long,22,2026-03-20,2026-06-05,289.64,326.49,291.25,-0.553,810.79,T3_HIT,77,12.72
HON,short,15,2026-05-27,2026-06-08,244.47,223.55,242.29,0.899,313.85,T2_HIT,12,8.56
MSFT,short,8,2026-06-02,2026-06-08,446.04,413.36,459.65,-2.961,261.43,T2_HIT,6,7.33
MSFT,short,15,2026-06-02,2026-06-10,446.04,397.8,459.65,-2.961,723.59,T3_HIT,8,10.81
COP,long,92,2026-05-07,2026-06-18,114.51,109.08,117.24,-2.329,-499.3,POST_T1_STOP,42,-4.74
AMAT,short,16,2026-06-16,2026-06-22,581.37,625.55,585.15,-0.646,-706.92,STOP_LOSS,6,-7.6
LLY,short,3,2026-06-08,2026-06-24,1157.34,1127.79,1129.8,2.438,88.64,T1_HIT,16,2.55
AMAT,short,4,2026-06-22,2026-06-24,625.55,584.61,616.45,1.476,163.74,T1_HIT,2,6.54
MRK,long,32,2026-06-22,2026-06-24,113.97,120.9,113.87,0.088,221.76,T1_HIT,2,6.08
BAC,short,138,2026-04-16,2026-06-26,53.76,58.54,54.04,-0.517,-659.55,STOP_LOSS,71,-8.89
AMAT,short,10,2026-06-22,2026-06-26,625.55,642.07,616.45,1.476,-165.22,STOP_LOSS,4,-2.64
MRK,long,32,2026-06-22,2026-06-26,113.97,125.83,113.87,0.088,379.52,T2_HIT,4,10.41
MRK,long,62,2026-06-22,2026-06-29,113.97,127.65,113.87,0.088,848.16,T3_HIT,7,12.0
UNH,short,37,2026-06-08,2026-06-30,394.87,422.72,397.2,-0.585,-1030.28,TIME_STOP,22,-7.05
LLY,short,10,2026-06-08,2026-06-30,1157.34,1227.12,1129.8,2.438,-697.8,STOP_LOSS,22,-6.03
CVX,long,59,2026-06-01,2026-07-01,182.78,163.35,180.88,1.053,-1146.4,STOP_LOSS,30,-10.63
NKE,long,84,2026-06-29,2026-07-02,41.14,44.11,40.75,0.957,249.48,T1_HIT,3,7.22
NKE,long,84,2026-06-29,2026-07-06,41.14,43.9,40.75,0.957,231.84,T2_HIT,7,6.71
XOM,long,26,2026-06-22,2026-07-09,137.65,138.76,136.92,0.532,28.93,T1_HIT,17,0.81
HD,short,10,2026-06-26,2026-07-09,347.9,337.76,345.0,0.841,101.4,T1_HIT,13,2.91
GE,short,10,2026-06-26,2026-07-09,367.94,361.59,370.9,-0.798,63.51,T1_HIT,13,1.73
GE,short,10,2026-06-26,2026-07-17,367.94,346.99,370.9,-0.798,209.51,T2_HIT,21,5.69
MS,short,16,2026-07-15,2026-07-17,221.48,213.23,226.42,-2.181,132.07,T1_HIT,2,3.73
XOM,long,26,2026-06-22,2026-07-20,137.65,145.56,136.92,0.532,205.63,T2_HIT,28,5.75
MS,short,16,2026-07-15,2026-07-20,221.48,214.34,226.42,-2.181,114.25,T2_HIT,5,3.22
XOM,long,53,2026-06-22,2026-07-23,137.65,155.59,136.92,0.532,951.02,T3_HIT,31,13.04
NFLX,long,44,2026-07-20,2026-07-29,68.32,72.19,68.95,-0.914,170.28,T1_HIT,9,5.66
MU,long,5,2026-07-29,2026-07-30,833.0,793.14,820.53,1.52,-199.3,STOP_LOSS,1,-4.79
INTC,long,14,2026-07-29,2026-07-31,86.57,96.72,86.3,0.313,142.1,T1_HIT,2,11.72
INTC,long,14,2026-07-29,2026-08-03,86.57,88.4,86.3,0.313,25.62,T2_HIT,5,2.11
ABBV,short,14,2026-07-20,2026-08-05,253.1,247.0,254.49,-0.546,85.4,T1_HIT,16,2.41
INTC,long,29,2026-07-29,2026-08-05,86.57,99.3,86.3,0.313,369.17,T3_HIT,7,14.7
CAT,long,3,2026-07-29,2026-08-05,810.23,874.9,840.85,-3.642,194.01,T1_HIT,7,7.98
QCOM,long,13,2026-07-31,2026-08-05,152.96,161.3,151.6,0.897,108.42,T1_HIT,5,5.45
NFLX,long,44,2026-07-20,2026-08-06,68.32,75.14,68.95,-0.914,300.08,T2_HIT,17,9.98
HD,short,31,2026-06-26,2026-08-10,347.9,352.1,345.0,0.841,-130.2,POST_T1_STOP,45,-1.21
QCOM,long,13,2026-07-31,2026-08-10,152.96,168.16,151.6,0.897,197.6,T2_HIT,10,9.94
NFLX,long,86,2026-07-20,2026-08-14,68.32,78.48,68.95,-0.914,873.76,T3_HIT,25,14.87
HON,short,30,2026-05-27,2026-08-25,244.47,216.51,242.29,0.899,838.75,T3_HIT,90,11.44
