symbol,direction,qty,entry_date,exit_date,entry_px,exit_px,gross_pnl,exit_reason,hold_days,return_pct
NKE,long,188,2023-05-25,2023-07-17,101.46,100.77,-129.73,POST_T1_STOP,53,-0.68
SBUX,long,212,2023-06-01,2023-07-18,90.54,93.46,619.53,POST_T1_STOP,47,3.23
MS,long,86,2023-06-26,2023-07-19,75.94,83.09,615.11,T2_HIT,23,9.42
PFE,long,864,2023-06-27,2023-07-19,30.67,30.15,-444.47,TIME_STOP,22,-1.68
MS,long,174,2023-06-26,2023-07-20,75.94,84.62,1510.19,T3_HIT,24,11.43
QCOM,long,237,2023-08-04,2023-08-21,110.33,102.91,-1758.65,STOP_LOSS,17,-6.73
META,long,24,2023-08-21,2023-08-24,280.98,295.9,358.05,T1_HIT,3,5.31
SBUX,long,75,2023-08-25,2023-08-30,89.11,92.35,243.43,T1_HIT,5,3.64
NKE,long,72,2023-08-24,2023-08-31,92.72,96.41,265.15,T1_HIT,7,3.97
MS,long,338,2023-08-16,2023-09-07,78.64,77.04,-542.54,TIME_STOP,22,-2.04
META,long,24,2023-08-21,2023-09-08,280.98,296.62,375.18,T2_HIT,18,5.56
WFC,long,177,2023-09-07,2023-09-13,38.09,39.94,327.73,T1_HIT,6,4.86
ABBV,long,52,2023-09-07,2023-09-14,131.77,137.05,274.73,T1_HIT,7,4.01
NKE,long,216,2023-08-24,2023-09-26,92.72,84.83,-1704.16,STOP_LOSS,33,-8.51
SBUX,long,225,2023-08-25,2023-09-29,89.11,86.37,-614.86,POST_T1_STOP,35,-3.07
KO,long,505,2023-09-07,2023-09-29,53.97,51.8,-1093.22,TIME_STOP,22,-4.01
META,long,47,2023-08-21,2023-10-10,280.98,316.34,1661.9,T3_HIT,50,12.58
XOM,long,68,2023-10-09,2023-10-10,100.72,101.25,35.97,T1_HIT,1,0.53
C,long,180,2023-10-05,2023-10-11,36.33,38.18,333.39,T1_HIT,6,5.1
WFC,long,532,2023-09-07,2023-10-13,38.09,38.18,49.75,POST_T1_STOP,36,0.25
ABBV,long,155,2023-09-07,2023-10-16,131.77,134.97,496.6,POST_T1_STOP,39,2.43
C,long,180,2023-10-05,2023-10-16,36.33,38.46,384.56,T2_HIT,11,5.88
JNJ,long,184,2023-09-28,2023-10-20,145.34,140.95,-808.23,TIME_STOP,22,-3.02
META,long,22,2023-10-27,2023-10-31,291.92,300.67,192.57,T1_HIT,4,3.0
META,long,22,2023-10-27,2023-11-02,291.92,314.54,497.67,T2_HIT,6,7.75
GOOGL,long,54,2023-10-30,2023-11-03,122.13,126.89,257.46,T1_HIT,4,3.9
CVX,long,86,2023-03-14,2023-11-09,138.12,127.28,-932.29,STOP_LOSS,240,-7.85
XOM,long,205,2023-10-09,2023-11-09,100.72,94.55,-1265.74,POST_T1_STOP,31,-6.13
GOOGL,long,54,2023-10-30,2023-11-09,122.13,130.8,468.35,T2_HIT,10,7.1
META,long,45,2023-10-27,2023-11-10,291.92,317.15,1135.73,T3_HIT,14,8.65
C,long,362,2023-10-05,2023-11-15,36.33,41.31,1804.85,T3_HIT,41,13.72
GOOGL,long,108,2023-10-30,2023-11-17,122.13,134.8,1369.18,T3_HIT,18,10.38
ABBV,long,206,2023-11-01,2023-11-24,129.18,127.49,-348.91,TIME_STOP,23,-1.31
GOOGL,long,53,2023-12-05,2023-12-08,127.82,133.02,275.81,T1_HIT,3,4.07
CSCO,long,609,2023-11-17,2023-12-11,44.71,45.54,504.38,TIME_STOP,24,1.85
PFE,long,1112,2023-12-04,2023-12-14,24.68,22.75,-2136.89,STOP_LOSS,10,-7.79
PFE,long,300,2023-12-14,2023-12-20,22.75,23.97,364.78,T1_HIT,6,5.34
GOOGL,long,53,2023-12-05,2023-12-21,127.82,138.26,553.71,T2_HIT,16,8.17
WMT,long,547,2023-12-04,2023-12-27,49.64,50.8,632.35,TIME_STOP,23,2.33
PFE,long,300,2023-12-14,2023-12-29,22.75,24.47,515.28,T2_HIT,15,7.55
PFE,long,598,2023-12-14,2024-01-03,22.75,25.51,1647.46,T3_HIT,20,12.11
UNH,long,53,2023-12-18,2024-01-09,501.65,510.07,446.71,TIME_STOP,22,1.68
PG,long,201,2023-12-18,2024-01-09,135.06,139.19,828.55,TIME_STOP,22,3.05
GOOGL,long,107,2023-12-05,2024-01-12,127.82,141.42,1455.14,T3_HIT,38,10.64
WFC,long,160,2024-01-17,2024-01-23,43.63,45.9,363.8,T1_HIT,6,5.21
IWM,long,38,2024-01-18,2024-01-24,185.62,193.09,283.69,T1_HIT,6,4.02
BAC,long,237,2024-01-19,2024-01-25,29.98,31.31,315.07,T1_HIT,6,4.43
CVX,long,56,2024-01-19,2024-01-26,127.43,133.1,317.21,T1_HIT,7,4.45
WFC,long,160,2024-01-17,2024-01-30,43.63,47.77,662.69,T2_HIT,13,9.49
BAC,long,237,2024-01-19,2024-01-31,29.98,32.59,618.97,T2_HIT,12,8.71
CVX,long,56,2024-01-19,2024-02-05,127.43,136.32,497.97,T2_HIT,17,6.98
UNH,long,57,2024-01-19,2024-02-12,488.27,491.32,174.01,TIME_STOP,24,0.63
WFC,long,321,2024-01-17,2024-02-16,43.63,49.35,1836.76,T3_HIT,30,13.12
IWM,long,38,2024-01-18,2024-02-16,185.62,196.73,422.02,T2_HIT,29,5.98
LMT,long,72,2024-01-26,2024-02-20,404.11,397.76,-456.68,TIME_STOP,25,-1.57
HON,long,158,2024-02-02,2024-02-26,184.68,187.49,442.8,TIME_STOP,24,1.52
BAC,long,473,2024-01-19,2024-03-05,29.98,33.17,1505.62,T3_HIT,46,10.62
CSCO,long,652,2024-02-16,2024-03-11,45.72,46.63,593.11,TIME_STOP,24,1.99
UNH,long,63,2024-02-29,2024-03-22,472.62,471.35,-80.51,TIME_STOP,22,-0.27
CVX,long,110,2024-01-19,2024-03-26,127.43,142.26,1631.69,T3_HIT,67,11.64
MRK,long,66,2024-03-11,2024-03-28,115.25,122.82,499.63,T1_HIT,17,6.57
IWM,long,77,2024-01-18,2024-04-01,185.62,205.67,1543.54,T3_HIT,74,10.8
MCD,long,112,2024-03-15,2024-04-08,267.16,253.28,-1555.08,TIME_STOP,24,-5.2
AAPL,long,175,2024-03-18,2024-04-09,173.83,167.02,-1190.31,TIME_STOP,22,-3.91
NKE,long,339,2024-03-25,2024-04-16,89.29,88.31,-331.41,TIME_STOP,22,-1.09
UNH,long,17,2024-04-03,2024-04-17,439.75,455.55,268.61,T1_HIT,14,3.59
MS,long,92,2024-04-15,2024-04-17,82.32,84.5,200.97,T1_HIT,2,2.65
UNH,long,17,2024-04-03,2024-04-19,439.75,473.06,566.34,T2_HIT,16,7.58
MS,long,92,2024-04-15,2024-04-24,82.32,87.29,458.0,T2_HIT,9,6.05
NFLX,long,138,2024-04-23,2024-04-24,55.65,57.43,245.92,T1_HIT,1,3.2
AMAT,long,41,2024-04-23,2024-04-25,186.76,192.68,242.69,T1_HIT,2,3.17
MRK,long,66,2024-03-11,2024-04-26,115.25,121.08,384.79,T2_HIT,46,5.06
AMAT,long,41,2024-04-23,2024-04-30,186.76,199.93,540.12,T2_HIT,7,7.05
META,long,12,2024-04-26,2024-05-07,438.08,462.72,295.68,T1_HIT,11,5.62
MS,long,182,2024-04-15,2024-05-08,82.32,90.3,1452.39,T3_HIT,23,9.69
NFLX,long,138,2024-04-23,2024-05-08,55.65,60.16,622.93,T2_HIT,15,8.11
SBUX,long,117,2024-05-08,2024-05-10,68.2,71.05,333.35,T1_HIT,2,4.18
UNH,long,35,2024-04-03,2024-05-13,439.75,487.38,1667.37,T3_HIT,40,10.83
AMAT,long,82,2024-04-23,2024-05-13,186.76,204.57,1460.97,T3_HIT,20,9.54
NFLX,long,276,2024-04-23,2024-05-13,55.65,61.43,1595.56,T3_HIT,20,10.39
MSFT,long,20,2024-04-26,2024-05-13,405.06,410.8,114.79,T1_HIT,17,1.42
META,long,12,2024-04-26,2024-05-13,438.08,469.13,372.61,T2_HIT,17,7.09
SBUX,long,117,2024-05-08,2024-05-20,68.2,73.84,660.01,T2_HIT,12,8.27
MSFT,long,20,2024-04-26,2024-05-22,405.06,423.44,367.47,T2_HIT,26,4.54
SBUX,long,235,2024-05-08,2024-05-23,68.2,76.14,1866.27,T3_HIT,15,11.64
UNH,long,18,2024-05-30,2024-06-05,459.09,484.2,451.97,T1_HIT,6,5.47
META,long,26,2024-04-26,2024-06-06,438.08,489.21,1329.27,T3_HIT,41,11.67
MSFT,long,39,2024-04-26,2024-06-18,405.06,442.75,1469.9,T3_HIT,53,9.3
CAT,long,100,2024-06-03,2024-06-25,331.22,318.72,-1249.58,TIME_STOP,22,-3.77
WFC,long,593,2024-06-06,2024-06-28,56.17,55.51,-390.99,TIME_STOP,22,-1.17
C,long,146,2024-06-24,2024-07-01,56.84,60.2,490.23,T1_HIT,7,5.91
C,long,146,2024-06-24,2024-07-05,56.84,61.01,607.6,T2_HIT,11,7.32
UNH,long,53,2024-05-30,2024-07-08,459.09,467.6,451.26,POST_T1_STOP,39,1.85
MCD,long,36,2024-07-10,2024-07-15,235.62,241.95,228.02,T1_HIT,5,2.69
C,long,293,2024-06-24,2024-07-17,56.84,63.22,1867.85,T3_HIT,23,11.21
WFC,long,156,2024-07-15,2024-07-17,54.51,57.49,463.6,T1_HIT,2,5.45
NFLX,long,133,2024-07-18,2024-07-22,65.66,63.95,-227.43,T1_HIT,4,-2.6
MCD,long,36,2024-07-10,2024-07-31,235.62,253.19,632.56,T2_HIT,21,7.46
NVDA,long,190,2024-07-26,2024-07-31,116.0,112.71,-624.07,STOP_LOSS,5,-2.83
MRK,long,130,2024-03-11,2024-08-01,115.25,105.89,-1216.58,STOP_LOSS,143,-8.12
GOOGL,long,51,2024-07-29,2024-08-01,167.54,168.95,71.87,T1_HIT,3,0.84
MCD,long,71,2024-07-10,2024-08-05,235.62,261.41,1831.36,T3_HIT,26,10.95
PG,long,54,2024-07-31,2024-08-05,153.5,163.11,519.06,T1_HIT,5,6.26
WFC,long,470,2024-07-15,2024-08-06,54.51,49.96,-2142.27,STOP_LOSS,22,-8.36
NFLX,long,400,2024-07-18,2024-08-06,65.66,60.06,-2239.2,STOP_LOSS,19,-8.53
NVDA,long,155,2024-08-05,2024-08-06,91.91,103.67,1822.89,STOP_LOSS,1,12.8
AMZN,long,38,2024-08-06,2024-08-08,161.71,165.17,131.48,T1_HIT,2,2.14
MU,long,45,2024-08-06,2024-08-12,88.64,92.52,174.4,T1_HIT,6,4.37
AAPL,long,39,2024-08-06,2024-08-13,203.54,217.38,539.9,T1_HIT,7,6.8
MU,long,45,2024-08-06,2024-08-14,88.64,100.37,527.68,T2_HIT,8,13.23
MU,long,91,2024-08-06,2024-08-15,88.64,102.86,1294.07,T3_HIT,9,16.04
AMZN,long,38,2024-08-06,2024-08-16,161.71,177.04,582.54,T2_HIT,10,9.48
HON,long,177,2024-07-26,2024-08-19,192.36,189.06,-584.27,TIME_STOP,24,-1.72
AAPL,long,39,2024-08-06,2024-08-19,203.54,224.04,799.64,T2_HIT,13,10.07
AMZN,long,76,2024-08-06,2024-08-22,161.71,181.38,1494.92,T3_HIT,16,12.16
MSFT,long,82,2024-08-01,2024-08-23,414.28,411.27,-246.91,TIME_STOP,22,-0.73
GOOGL,long,153,2024-07-29,2024-09-03,167.54,160.48,-1079.51,POST_T1_STOP,36,-4.21
PG,long,54,2024-07-31,2024-09-04,153.5,165.74,660.81,T2_HIT,35,7.97
PFE,long,346,2024-08-19,2024-09-10,25.19,26.14,328.93,T1_HIT,22,3.77
MU,long,65,2024-09-13,2024-09-16,87.54,86.69,-54.9,T1_HIT,3,-0.96
XOM,long,85,2024-09-12,2024-09-18,103.74,107.72,337.81,T1_HIT,6,3.83
CVX,long,69,2024-09-12,2024-09-18,128.33,133.06,326.06,T1_HIT,6,3.68
C,long,161,2024-09-12,2024-09-19,54.78,58.17,545.79,T1_HIT,7,6.19
C,long,161,2024-09-12,2024-09-20,54.78,59.7,791.78,T2_HIT,8,8.98
MU,long,65,2024-09-13,2024-09-24,87.54,94.14,428.9,T2_HIT,11,7.54
CVX,long,69,2024-09-12,2024-09-25,128.33,136.43,558.59,T2_HIT,13,6.31
MU,long,131,2024-09-13,2024-09-27,87.54,109.81,2917.36,T3_HIT,14,25.44
XOM,long,85,2024-09-12,2024-10-02,103.74,115.1,965.28,T2_HIT,20,10.95
XOM,long,170,2024-09-12,2024-10-04,103.74,116.3,2134.37,T3_HIT,22,12.1
PFE,long,1037,2024-08-19,2024-10-10,25.19,26.56,1418.87,POST_T1_STOP,52,5.43
C,long,321,2024-09-12,2024-10-10,54.78,61.12,2032.32,T3_HIT,28,11.56
AAPL,long,79,2024-08-06,2024-10-16,203.54,229.88,2080.85,T3_HIT,71,12.94
CVX,long,137,2024-09-12,2024-11-04,128.33,143.36,2059.17,T3_HIT,53,11.71
UNH,long,17,2024-10-18,2024-11-07,543.76,574.3,519.23,T1_HIT,20,5.62
HON,long,48,2024-10-30,2024-11-07,194.76,206.67,571.57,T1_HIT,8,6.11
LLY,long,44,2024-10-31,2024-11-07,826.14,774.92,-2253.55,STOP_LOSS,7,-6.2
UNH,long,17,2024-10-18,2024-11-11,543.76,591.77,816.18,T2_HIT,24,8.83
HD,long,25,2024-11-07,2024-11-11,374.16,390.21,401.2,T1_HIT,4,4.29
HON,long,48,2024-10-30,2024-11-12,194.76,228.02,1596.29,T2_HIT,13,17.08
HON,long,94,2024-10-30,2024-11-13,194.76,223.87,2735.64,T3_HIT,14,14.94
KO,long,584,2024-10-24,2024-11-14,64.36,60.04,-2522.25,STOP_LOSS,21,-6.71
MCD,long,131,2024-10-24,2024-11-15,286.99,285.65,-175.96,TIME_STOP,22,-0.47
MRK,long,107,2024-11-18,2024-11-22,90.99,94.54,380.12,T1_HIT,4,3.9
HD,long,25,2024-11-07,2024-11-25,374.16,406.7,813.4,T2_HIT,18,8.7
AAPL,long,42,2024-11-04,2024-11-26,219.35,231.85,525.13,T1_HIT,22,5.7
HD,long,51,2024-11-07,2024-11-27,374.16,412.3,1945.18,T3_HIT,20,10.19
PG,long,109,2024-07-31,2024-11-29,153.5,171.58,1970.7,T3_HIT,121,11.78
AAPL,long,42,2024-11-04,2024-12-03,219.35,238.29,795.56,T2_HIT,29,8.64
MU,long,91,2024-12-02,2024-12-04,97.1,100.25,286.99,T1_HIT,2,3.25
MRK,long,107,2024-11-18,2024-12-06,90.99,97.63,710.83,T2_HIT,18,7.3
AAPL,long,85,2024-11-04,2024-12-12,219.35,245.32,2208.03,T3_HIT,38,11.84
UNH,long,35,2024-10-18,2024-12-13,543.76,496.53,-1652.92,STOP_LOSS,56,-8.69
MU,long,91,2024-12-02,2024-12-17,97.1,109.19,1099.98,T2_HIT,15,12.45
MU,long,183,2024-12-02,2024-12-18,97.1,109.68,2303.07,T3_HIT,16,12.96
XOM,long,377,2024-12-12,2025-01-03,106.21,102.79,-1288.12,TIME_STOP,22,-3.22
LMT,long,83,2024-12-13,2025-01-06,475.74,459.59,-1340.2,TIME_STOP,24,-3.39
CVX,long,288,2024-12-18,2025-01-10,138.58,143.88,1526.06,TIME_STOP,23,3.82
NVDA,long,56,2025-01-14,2025-01-17,135.85,136.49,35.79,T1_HIT,3,0.47
NVDA,long,56,2025-01-14,2025-01-23,135.85,144.83,503.25,T2_HIT,9,6.62
NVDA,long,114,2025-01-14,2025-01-28,135.85,121.63,-1620.94,STOP_LOSS,14,-10.47
AAPL,long,46,2025-01-22,2025-01-28,218.39,229.38,505.53,T1_HIT,6,5.03
AAPL,long,46,2025-01-22,2025-01-31,218.39,245.62,1252.4,T2_HIT,9,12.47
NVDA,long,176,2025-01-30,2025-02-04,122.92,116.79,-1079.03,STOP_LOSS,5,-4.99
MRK,long,214,2024-11-18,2025-02-05,90.99,85.86,-1098.3,STOP_LOSS,79,-5.64
MRK,long,465,2025-02-05,2025-02-18,85.86,77.06,-4089.96,STOP_LOSS,13,-10.24
AMD,long,66,2025-02-06,2025-02-21,110.93,114.85,258.72,T1_HIT,15,3.53
AAPL,long,90,2025-01-22,2025-02-26,218.39,243.05,2218.6,T3_HIT,35,11.29
HD,long,26,2025-02-25,2025-02-26,370.36,380.21,256.12,T1_HIT,1,2.66
WMT,long,106,2025-02-25,2025-02-26,93.09,96.39,350.34,T1_HIT,1,3.55
AMD,long,200,2025-02-06,2025-02-28,110.93,99.56,-2274.0,STOP_LOSS,22,-10.25
COP,long,418,2025-02-07,2025-03-03,95.26,95.74,198.76,TIME_STOP,24,0.5
UNH,long,20,2025-02-24,2025-03-07,449.38,465.9,330.29,T1_HIT,11,3.67
MS,long,315,2025-02-26,2025-03-07,126.32,115.01,-3563.9,STOP_LOSS,9,-8.96
META,long,57,2025-03-05,2025-03-11,637.85,592.12,-2606.27,STOP_LOSS,6,-7.17
WMT,long,319,2025-02-25,2025-03-13,93.09,83.8,-2961.59,STOP_LOSS,16,-9.97
HD,long,80,2025-02-25,2025-03-14,370.36,339.46,-2472.27,STOP_LOSS,17,-8.34
IWM,long,186,2025-02-26,2025-03-14,212.77,197.19,-2897.74,STOP_LOSS,16,-7.32
C,long,118,2025-03-11,2025-03-18,65.28,67.88,306.78,T1_HIT,7,3.98
UNH,long,20,2025-02-24,2025-03-19,449.38,488.4,780.33,T2_HIT,23,8.68
C,long,118,2025-03-11,2025-03-21,65.28,69.15,456.73,T2_HIT,10,5.93
BAC,long,238,2025-03-07,2025-03-25,40.19,42.18,472.38,T1_HIT,18,4.94
UNH,long,38,2025-02-24,2025-03-27,449.38,499.28,1896.04,T3_HIT,31,11.1
AMZN,long,188,2025-03-05,2025-03-27,204.8,200.89,-735.08,TIME_STOP,22,-1.91
HD,long,27,2025-03-24,2025-03-28,343.3,351.57,223.22,T1_HIT,4,2.41
BAC,long,713,2025-03-07,2025-04-04,40.19,34.34,-4176.15,STOP_LOSS,28,-14.57
AMAT,long,220,2025-03-24,2025-04-04,153.93,127.81,-5747.18,STOP_LOSS,11,-16.97
C,long,238,2025-03-11,2025-04-07,65.28,54.48,-2569.67,STOP_LOSS,27,-16.54
CSCO,long,637,2025-03-24,2025-04-07,59.05,51.98,-4500.72,STOP_LOSS,14,-11.97
LLY,long,45,2025-03-28,2025-04-07,812.57,691.61,-5443.4,STOP_LOSS,10,-14.89
MSFT,long,99,2025-04-01,2025-04-08,371.0,364.67,-626.45,STOP_LOSS,7,-1.71
IWM,long,46,2025-04-07,2025-04-08,172.05,183.27,516.22,T1_HIT,1,6.52
AMD,long,199,2025-04-08,2025-04-09,86.15,79.22,-1379.07,STOP_LOSS,1,-8.04
NKE,long,92,2025-04-08,2025-04-09,56.82,51.51,-488.35,T1_HIT,1,-9.34
GS,long,10,2025-04-08,2025-04-09,476.24,440.26,-359.83,T1_HIT,1,-7.56
CAT,long,25,2025-04-07,2025-04-10,271.23,291.56,508.07,T1_HIT,3,7.49
CSCO,long,152,2025-04-08,2025-04-10,53.31,56.31,455.92,T1_HIT,2,5.63
GS,long,10,2025-04-08,2025-04-10,476.24,490.73,144.85,T2_HIT,2,3.04
AAPL,long,24,2025-04-11,2025-04-14,185.12,210.33,604.96,T1_HIT,3,13.62
AAPL,long,24,2025-04-11,2025-04-15,185.12,200.8,376.25,T2_HIT,4,8.47
GS,long,22,2025-04-08,2025-04-24,476.24,514.14,833.68,T3_HIT,16,7.96
HD,long,82,2025-03-24,2025-04-29,343.3,344.53,100.82,POST_T1_STOP,36,0.36
CAT,long,25,2025-04-07,2025-04-29,271.23,301.18,748.56,T2_HIT,22,11.04
IWM,long,46,2025-04-07,2025-04-29,172.05,191.94,914.84,T2_HIT,22,11.56
AAPL,long,49,2025-04-11,2025-05-01,185.12,207.98,1120.1,T3_HIT,20,12.35
CAT,long,51,2025-04-07,2025-05-05,271.23,315.38,2251.24,T3_HIT,28,16.27
CSCO,long,152,2025-04-08,2025-05-05,53.31,57.46,630.59,T2_HIT,27,7.78
SBUX,long,76,2025-05-01,2025-05-05,78.09,81.27,241.91,T1_HIT,4,4.08
NKE,long,92,2025-04-08,2025-05-09,56.82,57.18,32.91,T2_HIT,31,0.63
IWM,long,91,2025-04-07,2025-05-13,172.05,206.21,3108.54,T3_HIT,36,19.85
CSCO,long,305,2025-04-08,2025-05-13,53.31,60.07,2061.36,T3_HIT,35,12.68
NKE,long,183,2025-04-08,2025-05-13,56.82,60.54,679.44,T3_HIT,35,6.53
SBUX,long,76,2025-05-01,2025-05-13,78.09,83.08,379.41,T2_HIT,12,6.39
PG,long,220,2025-04-25,2025-05-19,155.41,158.9,767.72,TIME_STOP,24,2.25
UNH,long,14,2025-05-16,2025-05-19,270.09,294.73,344.97,T1_HIT,3,9.12
UNH,long,14,2025-05-16,2025-05-20,270.09,310.35,563.62,T2_HIT,4,14.91
UNH,long,27,2025-05-16,2025-05-21,270.09,291.08,566.86,T3_HIT,5,7.77
KO,long,131,2025-05-13,2025-06-02,67.2,69.55,308.64,T1_HIT,20,3.51
COP,long,109,2025-06-02,2025-06-05,84.26,84.05,-22.16,T1_HIT,3,-0.24
SBUX,long,154,2025-05-01,2025-06-09,78.09,86.79,1340.5,T3_HIT,39,11.15
XOM,long,90,2025-06-02,2025-06-11,100.55,104.43,349.75,T1_HIT,9,3.87
COP,long,109,2025-06-02,2025-06-12,84.26,89.73,596.09,T2_HIT,10,6.49
XOM,long,90,2025-06-02,2025-06-16,100.55,108.37,703.86,T2_HIT,14,7.78
COP,long,217,2025-06-02,2025-06-16,84.26,93.04,1905.05,T3_HIT,14,10.42
LMT,long,21,2025-06-12,2025-06-16,445.3,469.35,505.08,T1_HIT,4,5.4
XOM,long,182,2025-06-02,2025-06-18,100.55,111.07,1915.46,T3_HIT,16,10.47
GOOGL,long,56,2025-06-24,2025-06-26,166.45,171.94,307.68,T1_HIT,2,3.3
GOOGL,long,56,2025-06-24,2025-06-30,166.45,180.27,773.95,T2_HIT,6,8.3
KO,long,394,2025-05-13,2025-07-01,67.2,69.03,724.65,POST_T1_STOP,49,2.74
MCD,long,121,2025-06-10,2025-07-02,292.9,291.02,-228.0,TIME_STOP,22,-0.64
LMT,long,62,2025-06-12,2025-07-15,445.3,460.86,964.74,POST_T1_STOP,33,3.49
GOOGL,long,113,2025-06-24,2025-07-21,166.45,185.72,2178.08,T3_HIT,27,11.58
AMAT,long,53,2025-08-01,2025-08-12,175.31,184.38,480.37,T1_HIT,11,5.17
IWM,long,45,2025-08-04,2025-08-13,214.32,225.91,521.53,T1_HIT,9,5.41
AMAT,long,159,2025-08-01,2025-08-18,175.31,160.63,-2334.49,STOP_LOSS,17,-8.37
IWM,long,45,2025-08-04,2025-08-25,214.32,231.73,783.41,T2_HIT,21,8.12
XOM,long,92,2025-08-06,2025-08-25,104.96,108.47,322.93,T1_HIT,19,3.34
XOM,long,92,2025-08-06,2025-09-02,104.96,111.68,618.09,T2_HIT,27,6.4
NVDA,long,56,2025-09-03,2025-09-11,170.83,179.45,482.64,T1_HIT,8,5.05
IWM,long,89,2025-08-04,2025-09-12,214.32,237.73,2083.21,T3_HIT,39,10.92
NVDA,long,56,2025-09-03,2025-09-23,170.83,181.74,610.72,T2_HIT,20,6.38
NFLX,long,84,2025-10-03,2025-10-09,116.5,121.43,413.7,T1_HIT,6,4.23
NVDA,long,114,2025-09-03,2025-10-10,170.83,193.26,2557.14,T3_HIT,37,13.13
MCD,long,132,2025-09-19,2025-10-13,296.23,289.25,-920.2,TIME_STOP,24,-2.35
HON,long,191,2025-09-22,2025-10-14,202.99,195.86,-1361.37,TIME_STOP,22,-3.51
META,long,54,2025-10-02,2025-10-24,720.71,734.88,765.35,TIME_STOP,22,1.97
GS,long,13,2025-10-20,2025-10-27,746.03,777.57,409.97,T1_HIT,7,4.23
MCD,long,33,2025-11-04,2025-11-06,292.8,298.74,196.03,T1_HIT,2,2.03
SBUX,long,124,2025-11-05,2025-11-06,78.07,80.98,361.18,T1_HIT,1,3.73
NFLX,long,254,2025-10-03,2025-11-10,116.5,110.67,-1480.31,POST_T1_STOP,38,-5.0
META,long,59,2025-10-31,2025-11-10,672.76,629.45,-2555.13,STOP_LOSS,10,-6.44
SBUX,long,124,2025-11-05,2025-11-11,78.07,83.34,654.26,T2_HIT,6,6.76
XOM,long,184,2025-08-06,2025-11-12,104.96,116.49,2121.65,T3_HIT,98,10.99
GS,long,13,2025-10-20,2025-11-12,746.03,802.34,731.93,T2_HIT,23,7.55
GS,long,26,2025-10-20,2025-11-14,746.03,784.03,987.78,T3_HIT,25,5.09
WMT,long,97,2025-11-03,2025-11-21,100.22,107.33,690.37,T1_HIT,18,7.1
MS,long,64,2025-11-24,2025-11-26,159.59,165.18,357.7,T1_HIT,2,3.5
WMT,long,97,2025-11-03,2025-11-28,100.22,108.65,817.65,T2_HIT,25,8.41
JPM,long,34,2025-11-24,2025-12-01,294.06,308.57,493.14,T1_HIT,7,4.93
WMT,long,194,2025-11-03,2025-12-04,100.22,112.94,2468.36,T3_HIT,31,12.7
MS,long,64,2025-11-24,2025-12-04,159.59,172.44,822.38,T2_HIT,10,8.05
MCD,long,100,2025-11-04,2025-12-08,292.8,308.18,1537.81,POST_T1_STOP,34,5.25
MS,long,129,2025-11-24,2025-12-08,159.59,175.08,1998.33,T3_HIT,14,9.71
NVDA,long,40,2025-11-24,2025-12-09,179.26,185.33,242.9,T1_HIT,15,3.39
NFLX,long,405,2025-12-05,2025-12-11,98.78,93.9,-1976.4,STOP_LOSS,6,-4.94
GE,long,36,2025-12-11,2025-12-15,281.0,298.85,642.65,T1_HIT,4,6.35
JPM,long,34,2025-11-24,2025-12-16,294.06,314.62,698.97,T2_HIT,22,6.99
GE,long,36,2025-12-11,2025-12-16,281.0,296.52,558.73,T2_HIT,5,5.52
SBUX,long,249,2025-11-05,2025-12-19,78.07,88.13,2506.59,T3_HIT,44,12.9
GE,long,74,2025-12-11,2025-12-24,281.0,314.78,2499.71,T3_HIT,13,12.02
NVDA,long,40,2025-11-24,2026-01-06,179.26,190.29,441.06,T2_HIT,43,6.15
JPM,long,69,2025-11-24,2026-01-06,294.06,329.44,2441.08,T3_HIT,43,12.03
NFLX,long,479,2026-01-12,2026-01-22,89.69,85.02,-2236.93,STOP_LOSS,10,-5.21
MSFT,long,98,2026-01-30,2026-02-06,437.22,397.4,-3902.62,STOP_LOSS,7,-9.11
QCOM,long,65,2026-02-06,2026-02-12,135.5,139.45,256.75,T1_HIT,6,2.92
NFLX,long,497,2026-01-22,2026-02-13,85.02,76.14,-4413.36,STOP_LOSS,22,-10.44
BAC,long,207,2026-02-25,2026-02-27,49.79,50.53,153.58,T1_HIT,2,1.49
AMZN,long,178,2026-02-09,2026-03-03,208.97,203.1,-1044.86,TIME_STOP,22,-2.81
BA,long,179,2026-03-10,2026-03-13,224.1,205.0,-3418.9,STOP_LOSS,3,-8.52
QCOM,long,194,2026-02-06,2026-03-16,135.5,130.59,-952.29,POST_T1_STOP,38,-3.62
JPM,long,137,2026-03-02,2026-03-24,291.99,283.44,-1172.37,TIME_STOP,22,-2.93
MU,long,50,2026-03-26,2026-03-27,369.81,359.65,-507.71,STOP_LOSS,1,-2.75
NVDA,long,81,2025-11-24,2026-03-31,179.26,166.78,-1011.35,STOP_LOSS,127,-6.97
BAC,long,620,2026-02-25,2026-03-31,49.79,47.43,-1460.0,POST_T1_STOP,34,-4.73
BA,long,44,2026-03-20,2026-04-02,201.05,203.0,85.8,T1_HIT,13,0.97
WMT,long,81,2026-03-20,2026-04-06,120.4,125.57,418.78,T1_HIT,17,4.29
AAPL,long,39,2026-03-23,2026-04-07,253.74,255.92,85.33,T1_HIT,15,0.86
BA,long,44,2026-03-20,2026-04-09,201.05,216.0,657.8,T2_HIT,20,7.44
GE,long,31,2026-03-20,2026-04-09,289.64,305.62,495.38,T1_HIT,20,5.52
